ENSG	GENE	SCORE
ENSG00000087589	CASS4	0.0003595159150791005
ENSG00000087842	PIR	0.002157831362410434
ENSG00000087884	AAMDC	0.0006144314440916787
ENSG00000087903	RFX2	0.0011207960228603042
ENSG00000087995	METTL2A	0.0011056238763558213
ENSG00000088002	SULT2B1	0.000845555660816899
ENSG00000088035	ALG6	7.374413519301015e-05
ENSG00000088038	CNOT3	0.002417997738803024
ENSG00000088053	GP6	0.001108150761183424
ENSG00000088179	PTPN4	0.0019365630278116441
ENSG00000088205	DDX18	0.0008692897786204412
ENSG00000088247	KHSRP	0.001018506758100557
ENSG00000088256	GNA11	0.00031428334978045314
ENSG00000088280	ASAP3	0.0005835233921516192
ENSG00000088298	EDEM2	0.0006429015168123442
ENSG00000088305	DNMT3B	0.0006136391541531339
ENSG00000088325	TPX2	0.0016674855107794428
ENSG00000088356	PDRG1	0.0016729737874356942
ENSG00000088367	EPB41L1	0.0005265049787794851
ENSG00000088387	DOCK9	0.0023257106950040907
ENSG00000088448	ANKRD10	0.0012659700496442383
ENSG00000088538	DOCK3	0.0005129267387928849
ENSG00000088682	COQ9	0.0007988089143964316
ENSG00000088727	KIF9	0.003404385346584604
ENSG00000088756	ARHGAP28	0.0004609641018760158
ENSG00000088766	CRLS1	0.0003467609574272501
ENSG00000088782	DEFB127	0.00013338602138901479
ENSG00000088808	PPP1R13B	0.0034520578001320246
ENSG00000088826	SMOX	0.0013791317082905152
ENSG00000088832	FKBP1A	0.0007608714181515097
ENSG00000088833	NSFL1C	0.0009552622682349465
ENSG00000088854	DNAAF9	0.004610752102507831
ENSG00000088876	ZNF343	0.0021586174657386437
ENSG00000088882	CPXM1	0.0008164333826243819
ENSG00000088888	MAVS	0.0011248934670220478
ENSG00000088926	F11	0.0011562291517748235
ENSG00000088930	XRN2	0.0007485326377718593
ENSG00000088970	KIZ	0.005839796320060486
ENSG00000088992	TESC	0.0010832260943516303
ENSG00000089006	SNX5	0.0028437121059141646
ENSG00000089009	RPL6	0.0013002682485421246
ENSG00000089012	SIRPG	0.0003942638995795278
ENSG00000089022	MAPKAPK5	0.0004960635947099945
ENSG00000089041	P2RX7	0.0007076383551520848
ENSG00000089048	ESF1	0.0005608024798675615
ENSG00000089050	RBBP9	0.0004470707617656444
ENSG00000089053	ANAPC5	0.0007529544598128268
ENSG00000089057	SLC23A2	0.0003845189939966076
ENSG00000089063	TMEM230	0.0003101754457475181
ENSG00000089091	DZANK1	0.0009451930125123909
ENSG00000089094	KDM2B	0.0005200744296871562
ENSG00000089116	LHX5	0.002910801315238132
ENSG00000089127	OAS1	0.0020740592835863936
ENSG00000089154	GCN1	0.0004981852048331348
ENSG00000089157	RPLP0	0.0023480100767301337
ENSG00000089159	PXN	0.0016678261852121068
ENSG00000089163	SIRT4	0.000401623617790392
ENSG00000089169	RPH3A	0.0006739539628597413
ENSG00000089177	KIF16B	0.000921158478831785
ENSG00000089195	TRMT6	0.0004217631096707919
ENSG00000089199	CHGB	0.00043048694942626753
ENSG00000089220	PEBP1	0.00046518477120116586
ENSG00000089225	TBX5	0.0005949984604285419
ENSG00000089234	BRAP	0.019206970940331303
ENSG00000089248	ERP29	0.0011158548813909874
ENSG00000089250	NOS1	0.0014919693089723296
ENSG00000089280	FUS	0.00101769932894058
ENSG00000089289	IGBP1	0.0006047606611900846
ENSG00000089335	ZNF302	0.0006603807612464152
ENSG00000089351	GRAMD1A	0.0006848460998298833
ENSG00000089356	FXYD3	0.0001268294365672773
ENSG00000089472	HEPH	0.0006559970363468892
ENSG00000089486	CDIP1	0.00240934389148606
ENSG00000089597	GANAB	0.0005787997883999196
ENSG00000089639	GMIP	0.0020851228759966034
ENSG00000089682	RBM41	0.003286236706571799
ENSG00000089685	BIRC5	0.00064367950471933
ENSG00000089692	LAG3	0.00016391192571063584
ENSG00000089693	MLF2	0.0015798609811099595
ENSG00000089723	OTUB2	0.0010567982299107825
ENSG00000089775	ZBTB25	0.0023036204606796673
ENSG00000089818	NECAP1	0.0006597870092264202
ENSG00000089820	ARHGAP4	0.0008527795262125437
ENSG00000089847	ANKRD24	0.0007920689083675825
ENSG00000089902	RCOR1	0.003012914873806949
ENSG00000089916	GPATCH2L	0.002266321820570738
ENSG00000090006	LTBP4	0.0006997154594046151
ENSG00000090013	BLVRB	0.0006078367448481004
ENSG00000090020	SLC9A1	0.001312749016278758
ENSG00000090054	SPTLC1	0.0004609109200828243
ENSG00000090060	PAPOLA	0.0003193713591826963
ENSG00000090061	CCNK	0.0016696671689260256
ENSG00000090097	PCBP4	0.0022794566989432496
ENSG00000090104	RGS1	0.0005417459599357244
ENSG00000090238	YPEL3	0.0007148240736114531
ENSG00000090263	MRPS33	0.0002751139891188359
ENSG00000090266	NDUFB2	0.0008289004374546494
ENSG00000090273	NUDC	0.001684948800402708
ENSG00000090316	MAEA	0.002761498959216624
ENSG00000090339	ICAM1	0.002107412361283423
ENSG00000090372	STRN4	0.0013986556957661378
ENSG00000090376	IRAK3	0.0016771705979863327
ENSG00000090382	LYZ	0.002937253920435978
ENSG00000090402	SI	0.00943976528424173
ENSG00000090432	MUL1	0.00042009852131741354
ENSG00000090447	TFAP4	0.0016080139628229517
ENSG00000090470	PDCD7	0.0008976512624485622
ENSG00000090512	FETUB	0.00015760888925342442
ENSG00000090520	DNAJB11	0.0006941093170098611
ENSG00000090534	THPO	0.00021322481393326598
ENSG00000090539	CHRD	0.00043117422774230363
ENSG00000090554	FLT3LG	0.00035785925820164266
ENSG00000090565	RAB11FIP3	0.0008172653049314249
ENSG00000090581	GNPTG	0.0023629705226539954
ENSG00000090615	GOLGA3	0.0016926440612223814
ENSG00000090621	PABPC4	0.0016910840197397192
ENSG00000090659	CD209	0.0005480229801833048
ENSG00000090661	CERS4	0.00011337950877532421
ENSG00000090674	MCOLN1	0.00022513447629535221
ENSG00000090686	USP48	0.0003875964137023402
ENSG00000090776	EFNB1	0.0011769403474772844
ENSG00000090857	PDPR	0.0002799137075726321
ENSG00000090861	AARS1	0.0007020632399417082
ENSG00000090863	GLG1	0.00047137340743574896
ENSG00000090889	KIF4A	0.0006191883749124827
ENSG00000090905	TNRC6A	0.01574717117387081
ENSG00000090924	PLEKHG2	0.0013016274403980788
ENSG00000090932	DLL3	0.0004501976004576136
ENSG00000090971	NAT14	0.00046181149082258344
ENSG00000090975	PITPNM2	0.00019845005522256542
ENSG00000090989	EXOC1	0.0028195299300932675
ENSG00000091010	POU4F3	0.000713456886160202
ENSG00000091039	OSBPL8	0.0007333931696393847
ENSG00000091106	NLRC4	0.0033751047869827744
ENSG00000091128	LAMB4	0.0006336051367270557
ENSG00000091129	NRCAM	0.0005895491954106546
ENSG00000091136	LAMB1	0.0014454372817453986
ENSG00000091138	SLC26A3	0.00034049747659992136
ENSG00000091140	DLD	0.0017508281903246825
ENSG00000091157	WDR7	0.001168845802112628
ENSG00000091164	TXNL1	0.0005508227216068917
ENSG00000091181	IL5RA	0.00028305201226430654
ENSG00000091262	ABCC6	0.00037487281315407017
ENSG00000091317	CMTM6	0.001878745654494196
ENSG00000091409	ITGA6	0.0025733510346981348
ENSG00000091428	RAPGEF4	0.0009836856193032872
ENSG00000091436	MAP3K20	0.0012020695846786111
ENSG00000091483	FH	0.002493485574632359
ENSG00000091490	SEL1L3	0.001206324360509825
ENSG00000091513	TF	0.0001353858267520991
ENSG00000091536	MYO15A	0.0006811392672716465
ENSG00000091542	ALKBH5	0.00028196408334224543
ENSG00000091583	APOH	0.0002975960821913759
ENSG00000091592	NLRP1	0.0003512921605306474
ENSG00000091622	PITPNM3	0.000761162453727593
ENSG00000091640	SPAG7	0.0002664837276142862
ENSG00000091651	ORC6	0.0006927369906861713
ENSG00000091656	ZFHX4	0.0004784850252690376
ENSG00000091704	CPA1	0.0
ENSG00000091732	ZC3HC1	0.0012350402921583736
ENSG00000091844	RGS17	0.000299184282312126
ENSG00000091879	ANGPT2	0.00027721014066628413
ENSG00000091947	TMEM101	0.0001467731680122597
ENSG00000091972	CD200	0.00013477039146891912
ENSG00000092009	CMA1	0.0003088059936544596
ENSG00000092010	PSME1	0.0023297845546039753
ENSG00000092020	PPP2R3C	0.06921050082883085
ENSG00000092036	HAUS4	0.004695446924415592
ENSG00000092054	MYH7	0.0027568044688450755
ENSG00000092067	CEBPE	0.00047266133242374053
ENSG00000092068	SLC7A8	0.0001493797782359252
ENSG00000092094	OSGEP	0.0018871649747325137
ENSG00000092096	SLC22A17	0.0004142630534715863
ENSG00000092098	RNF31	0.0010876556270886795
ENSG00000092108	SCFD1	0.0006252868156479963
ENSG00000092140	G2E3	0.0006994244763518509
ENSG00000092148	HECTD1	0.0006763983135442686
ENSG00000092199	HNRNPC	0.0020925094224821805
ENSG00000092200	RPGRIP1	0.02338721026035273
ENSG00000092201	SUPT16H	0.00048086058745866467
ENSG00000092203	TOX4	0.0015370834316854598
ENSG00000092208	GEMIN2	0.0013585601643626433
ENSG00000092295	TGM1	0.0004270093725153856
ENSG00000092330	TINF2	0.000990918720845002
ENSG00000092345	DAZL	0.004394774815409619
ENSG00000092421	SEMA6A	0.0003834776568965026
ENSG00000092439	TRPM7	0.0018636545214576472
ENSG00000092445	TYRO3	0.002890405055723022
ENSG00000092470	WDR76	0.001126527713267933
ENSG00000092529	CAPN3	0.002146296902310496
ENSG00000092531	SNAP23	0.0005298818351775481
ENSG00000092607	TBX15	0.0018338433533244825
ENSG00000092621	PHGDH	0.0008820136608846951
ENSG00000092820	EZR	0.0012247892163941287
ENSG00000092841	MYL6	0.002482146480360825
ENSG00000092847	AGO1	0.0026337739589052944
ENSG00000092853	CLSPN	0.0006372193943207094
ENSG00000092871	RFFL	0.0008536176105735649
ENSG00000092929	UNC13D	0.0003220186874841602
ENSG00000092931	MFSD11	0.00010474558200712636
ENSG00000092964	DPYSL2	0.000504917967646179
ENSG00000092969	TGFB2	0.0004033407658425858
ENSG00000092978	GPATCH2	0.002919687810162941
ENSG00000093000	NUP50	0.001926682379007616
ENSG00000093009	CDC45	0.0015925407280974468
ENSG00000093010	COMT	0.0006667305972314352
ENSG00000093072	ADA2	0.0028408245905211515
ENSG00000093144	ECHDC1	0.0004845322166602273
ENSG00000093167	LRRFIP2	0.005923049234070277
ENSG00000093183	SEC22C	0.00012537398333734018
ENSG00000094631	HDAC6	0.0008046000675676623
ENSG00000094804	CDC6	0.0005882380339699012
ENSG00000094841	UPRT	0.0007282990359271935
ENSG00000094880	CDC23	0.0031016928153349
ENSG00000094914	AAAS	0.0019640339244233473
ENSG00000094916	CBX5	0.0012271338448499591
ENSG00000094963	FMO2	0.0003687485432237736
ENSG00000094975	SUCO	0.0002883325397533554
ENSG00000095002	MSH2	0.0003772449028929259
ENSG00000095015	MAP3K1	0.0006309546693046286
ENSG00000095059	DHPS	0.0007309113493647601
ENSG00000095110	NXPE1	0.002566844731745732
ENSG00000095139	ARCN1	0.001333297961309654
ENSG00000095203	EPB41L4B	0.000538632914867776
ENSG00000095209	TMEM38B	0.000594119095694623
ENSG00000095261	PSMD5	0.0006605657940781384
ENSG00000095303	PTGS1	0.00025100142283918103
ENSG00000095319	NUP188	0.0031131700316109345
ENSG00000095321	CRAT	0.0006844675367574382
ENSG00000095370	SH2D3C	0.0004182581590157497
ENSG00000095380	NANS	0.0013390495221301535
ENSG00000095383	TBC1D2	0.0005450927142192086
ENSG00000095397	WHRN	0.0017989889854561625
ENSG00000095485	CWF19L1	0.00318095940542662
ENSG00000095539	SEMA4G	0.0018106874408658769
ENSG00000095564	BTAF1	0.00039393161000589316
ENSG00000095574	IKZF5	0.0012534969587250089
ENSG00000095585	BLNK	0.0002764354976534378
ENSG00000095627	TDRD1	0.0005535848958970746
ENSG00000095637	SORBS1	0.0004963798387507268
ENSG00000095713	CRTAC1	0.0008224563796375151
ENSG00000095739	BAMBI	0.0011499695608563343
ENSG00000095752	IL11	0.0013294092191245
ENSG00000095777	MYO3A	0.0005264256633381592
ENSG00000095787	WAC	0.001825612123184328
ENSG00000095794	CREM	0.0009716126558032556
ENSG00000095906	NUBP2	0.002256196195276061
ENSG00000095951	HIVEP1	0.001297231328635462
ENSG00000095970	TREM2	0.00026773136210067605
ENSG00000095981	KCNK16	0.002466871144633842
ENSG00000096060	FKBP5	0.0011136799305404566
ENSG00000096063	SRPK1	0.0009288533037761226
ENSG00000096070	BRPF3	0.00208536029890638
ENSG00000096080	MRPS18A	0.0020631791853702452
ENSG00000096092	TMEM14A	0.0003389729077980519
ENSG00000096093	EFHC1	0.0035745540938023623
ENSG00000096150	RPS18	0.0006713002144351776
ENSG00000096171	VARS1	0.0005655960512740421
ENSG00000096264	NCR2	0.00010566372861831042
ENSG00000096395	MLN	0.0014604883638185129
ENSG00000096401	CDC5L	0.0029260915762279183
ENSG00000096433	ITPR3	0.0006865902514618938
ENSG00000096654	ZNF184	0.000594093681911545
ENSG00000096696	DSP	0.0031409616119617567
ENSG00000096717	SIRT1	0.0008712052317605412
ENSG00000096746	HNRNPH3	0.0019329098986418103
ENSG00000096872	IFT74	1.0680038781981693
ENSG00000096968	JAK2	0.0004279111583400663
ENSG00000096996	IL12RB1	0.0002293642528456985
ENSG00000097007	ABL1	0.00044422395899346157
ENSG00000097021	ACOT7	0.001504719665945231
ENSG00000097046	CDC7	0.001285159295093763
ENSG00000097096	SYDE2	0.0010150185710244841
ENSG00000099139	PCSK5	0.0009037727531904238
ENSG00000099194	SCD	0.0001280536979493263
ENSG00000099203	TMED1	0.00031815214424568694
ENSG00000099204	ABLIM1	0.0017271618542054057
ENSG00000099219	ERMP1	0.00011777684244407283
ENSG00000099246	RAB18	0.0004486132910415108
ENSG00000099250	NRP1	0.0007352848899699893
ENSG00000099256	PRTFDC1	0.0011530369145020813
ENSG00000099260	PALMD	0.0005214087675540213
ENSG00000099282	TSPAN15	0.0006303348116034613
ENSG00000099284	MACROH2A2	0.0006986090841110126
ENSG00000099290	WASHC2A	0.0029517960379052965
ENSG00000099308	MAST3	0.0019314618739372236
ENSG00000099326	MZF1	0.0005055871442891657
ENSG00000099331	MYO9B	0.0007467037387414166
ENSG00000099338	CATSPERG	0.00045330333955462265
ENSG00000099341	PSMD8	0.0019308672601709986
ENSG00000099364	FBXL19	0.0018958493767513573
ENSG00000099365	STX1B	0.0021404180799891037
ENSG00000099377	HSD3B7	0.0006189714524680312
ENSG00000099381	SETD1A	0.0012192536894417572
ENSG00000099399	MAGEB2	0.0021944674369933637
ENSG00000099617	EFNA2	0.0001611533778032026
ENSG00000099622	CIRBP	0.0005717632952837448
ENSG00000099624	ATP5F1D	0.001344865816690799
ENSG00000099625	CBARP	0.00018306436345483235
ENSG00000099721	AMELY	0.00017150220332950994
ENSG00000099769	IGFALS	0.0002533684596528474
ENSG00000099783	HNRNPM	0.002027182062420252
ENSG00000099785	MARCHF2	0.00039996104499095964
ENSG00000099795	NDUFB7	0.0025745857615220302
ENSG00000099797	TECR	0.0002145369835488964
ENSG00000099800	TIMM13	0.0004363321752407501
ENSG00000099804	CDC34	0.0009544096724312112
ENSG00000099810	MTAP	0.0034961370449764217
ENSG00000099812	MISP	0.0030490962014937395
ENSG00000099814	CEP170B	0.0006014593300278648
ENSG00000099817	POLR2E	0.0007581031272820837
ENSG00000099821	POLRMT	0.002235733337556667
ENSG00000099822	HCN2	0.0002839469836999342
ENSG00000099834	CDHR5	0.00037989038196428737
ENSG00000099849	RASSF7	0.0006190955277816101
ENSG00000099860	GADD45B	0.0012962204386894882
ENSG00000099864	PALM	0.0005267036692657712
ENSG00000099866	MADCAM1	0.0006799181662699993
ENSG00000099875	MKNK2	0.0014576083649444627
ENSG00000099889	ARVCF	0.0005390854271354328
ENSG00000099899	TRMT2A	0.002255759744457464
ENSG00000099901	RANBP1	0.006083082872464729
ENSG00000099910	KLHL22	0.0005535218951990828
ENSG00000099917	MED15	0.0013832248528160562
ENSG00000099937	SERPIND1	0.0002322258708318259
ENSG00000099940	SNAP29	0.0011285881344065274
ENSG00000099942	CRKL	0.0008985607246358995
ENSG00000099949	LZTR1	0.001252839471135303
ENSG00000099954	CECR2	0.0013396076201388496
ENSG00000099956	SMARCB1	0.0025161843366277026
ENSG00000099958	DERL3	0.001068748254624552
ENSG00000099968	BCL2L13	0.00036870163626190333
ENSG00000099977	DDT	0.0003339360832796956
ENSG00000099985	OSM	0.0005730000284529524
ENSG00000099991	CABIN1	0.0007648692712791672
ENSG00000099992	TBC1D10A	0.00044662199684353254
ENSG00000099994	SUSD2	0.0007085752290549863
ENSG00000099995	SF3A1	0.0006382569370089186
ENSG00000099999	RNF215	0.0027683471437285334
ENSG00000100014	SPECC1L	0.002532710078639866
ENSG00000100023	PPIL2	0.0024918826575230923
ENSG00000100028	SNRPD3	0.0009263917741009209
ENSG00000100029	PES1	0.0014548784538419568
ENSG00000100031	GGT1	0.00043687033758033067
ENSG00000100033	PRODH	0.0003774172862449632
ENSG00000100034	PPM1F	0.0007637610219717317
ENSG00000100036	SLC35E4	0.0001092133392148753
ENSG00000100038	TOP3B	0.0019397883372676006
ENSG00000100053	CRYBB3	0.0005249833550351468
ENSG00000100055	CYTH4	0.0035648191346808744
ENSG00000100056	ESS2	0.0023377068530407996
ENSG00000100065	CARD10	0.00915915191944805
ENSG00000100075	SLC25A1	0.00027578317531151697
ENSG00000100077	GRK3	0.0002227681800377468
ENSG00000100078	PLA2G3	0.00045867781875585933
ENSG00000100079	LGALS2	0.0008030244387100538
ENSG00000100083	GGA1	0.001636931087659832
ENSG00000100084	HIRA	0.0004905066043647821
ENSG00000100092	SH3BP1	0.08666284751552666
ENSG00000100095	SEZ6L	0.013699990067152612
ENSG00000100097	LGALS1	0.0017314408180482133
ENSG00000100099	HPS4	0.0
ENSG00000100100	PIK3IP1	0.0015503236477343307
ENSG00000100105	PATZ1	0.001627414687163764
ENSG00000100106	TRIOBP	0.0006012982264564926
ENSG00000100116	GCAT	0.00024349442446691683
ENSG00000100121	GGTLC2	0.0005507265327651112
ENSG00000100122	CRYBB1	0.10363261537759172
ENSG00000100124	ANKRD54	0.006352298457159122
ENSG00000100129	EIF3L	0.0018418472106986883
ENSG00000100138	SNU13	0.0007726744781848538
ENSG00000100139	MICALL1	0.0004279625252365804
ENSG00000100142	POLR2F	0.00041255130145145813
ENSG00000100146	SOX10	0.002530301911974675
ENSG00000100147	CCDC134	0.000633453080581603
ENSG00000100150	DEPDC5	0.0010534014375025436
ENSG00000100154	TTC28	0.004576139372147736
ENSG00000100156	SLC16A8	0.0003439642994180758
ENSG00000100167	SEPTIN3	0.0018034762822480843
ENSG00000100191	SLC5A4	0.0001451585335416894
ENSG00000100196	KDELR3	8.122361975893e-05
ENSG00000100197	CYP2D6	0.00020865683859483397
ENSG00000100201	DDX17	0.021298198055092143
ENSG00000100206	DMC1	0.0007050827298371587
ENSG00000100207	TCF20	0.000565905334724448
ENSG00000100209	HSCB	0.000829773734039918
ENSG00000100211	CBY1	0.0035049529783464095
ENSG00000100216	TOMM22	0.0008688848072324618
ENSG00000100218	RSPH14	0.003538532556831342
ENSG00000100219	XBP1	0.00059304045475983
ENSG00000100220	RTCB	0.002261691484363837
ENSG00000100221	JOSD1	0.0023992436292701314
ENSG00000100225	FBXO7	0.0005786510380403342
ENSG00000100226	GTPBP1	0.00044605325342672586
ENSG00000100227	POLDIP3	0.002267233834572835
ENSG00000100234	TIMP3	0.0005127938729856396
ENSG00000100239	PPP6R2	0.0004536120211469097
ENSG00000100241	SBF1	0.0004743818510632991
ENSG00000100242	SUN2	0.0010944880871193163
ENSG00000100243	CYB5R3	0.00015119399552077084
ENSG00000100246	DNAL4	0.001659154008166297
ENSG00000100253	MIOX	0.0007831400891973317
ENSG00000100258	LMF2	0.0005489030324952182
ENSG00000100266	PACSIN2	0.0006832308088178252
ENSG00000100271	TTLL1	0.0006615003155729937
ENSG00000100280	AP1B1	0.0013531011052236863
ENSG00000100281	HMGXB4	0.001551469724972776
ENSG00000100284	TOM1	0.001980887242098106
ENSG00000100285	NEFH	0.0009467798267905891
ENSG00000100290	BIK	0.0001954453075541096
ENSG00000100292	HMOX1	0.00047199863797686703
ENSG00000100296	THOC5	0.0026231881925014022
ENSG00000100297	MCM5	0.0009055611412804865
ENSG00000100299	ARSA	0.0007814669222625525
ENSG00000100300	TSPO	0.00018677181321891112
ENSG00000100302	RASD2	0.0004475183636714064
ENSG00000100304	TTLL12	0.0023080521918927843
ENSG00000100307	CBX7	0.0004794493938788946
ENSG00000100311	PDGFB	0.000383729137638511
ENSG00000100312	ACR	0.0003199154780304525
ENSG00000100314	CABP7	0.00023629506642919296
ENSG00000100316	RPL3	0.0012662903661748715
ENSG00000100319	ZMAT5	0.0025859087070330133
ENSG00000100320	RBFOX2	0.000785943889468399
ENSG00000100321	SYNGR1	0.000939892631663497
ENSG00000100324	TAB1	0.0008165319916315639
ENSG00000100325	ASCC2	0.0020206685426273907
ENSG00000100330	MTMR3	0.0006804146526064869
ENSG00000100335	MIEF1	0.0004963314164569965
ENSG00000100336	APOL4	0.0005446823877264251
ENSG00000100341	PNPLA5	0.00042509123591116804
ENSG00000100342	APOL1	0.0015061813405736757
ENSG00000100344	PNPLA3	0.0005651915837461274
ENSG00000100345	MYH9	0.020562707998124097
ENSG00000100346	CACNA1I	0.00047642665072089585
ENSG00000100347	SAMM50	0.000989945958735916
ENSG00000100348	TXN2	0.01080091353219359
ENSG00000100350	FOXRED2	0.0004363008902146248
ENSG00000100351	GRAP2	0.0018018663986367756
ENSG00000100353	EIF3D	0.001491646363547261
ENSG00000100354	TNRC6B	0.012063622845062127
ENSG00000100359	SGSM3	0.0020517250536613574
ENSG00000100360	IFT27	0.0011463330411061179
ENSG00000100364	KIAA0930	0.0029841196183042484
ENSG00000100365	NCF4	0.0003425105321639421
ENSG00000100368	CSF2RB	0.000983532556801947
ENSG00000100372	SLC25A17	0.0003630336805144907
ENSG00000100373	UPK3A	0.0004363943312455376
ENSG00000100376	FAM118A	0.0006241989735826792
ENSG00000100379	KCTD17	0.0013050252823632036
ENSG00000100380	ST13	0.0014082290954320342
ENSG00000100385	IL2RB	0.0003452895989539684
ENSG00000100387	RBX1	0.0006017344132942526
ENSG00000100395	L3MBTL2	0.01228990354184134
ENSG00000100401	RANGAP1	0.0022633816886354907
ENSG00000100403	ZC3H7B	0.0006194735369717819
ENSG00000100410	PHF5A	0.0005630495165860339
ENSG00000100412	ACO2	0.0006603557606013055
ENSG00000100413	POLR3H	0.0028139658832060377
ENSG00000100416	TRMU	0.0013223231655956624
ENSG00000100417	PMM1	0.0004403254877161089
ENSG00000100418	DESI1	0.0017356285220557766
ENSG00000100422	CERK	0.0006880891894525121
ENSG00000100425	BRD1	0.0026181121611443814
ENSG00000100426	ZBED4	0.000758750383511142
ENSG00000100427	MLC1	0.0005300250281834451
ENSG00000100429	HDAC10	0.0005386871675909788
ENSG00000100439	ABHD4	0.00021058029938103573
ENSG00000100441	KHNYN	0.0005458301961880352
ENSG00000100442	FKBP3	0.0005091461664505914
ENSG00000100453	GZMB	0.0003763371557852224
ENSG00000100461	RBM23	0.0012852315167037887
ENSG00000100462	PRMT5	0.007220724523676836
ENSG00000100473	COCH	0.0001544402900890418
ENSG00000100478	AP4S1	0.0006349194611630082
ENSG00000100479	POLE2	0.002072341756502283
ENSG00000100485	SOS2	0.0009936909200405353
ENSG00000100503	NIN	0.013333288358126083
ENSG00000100504	PYGL	0.0005118366193528345
ENSG00000100505	TRIM9	0.0020217974451952614
ENSG00000100519	PSMC6	0.011309378168107287
ENSG00000100522	GNPNAT1	0.004231758197420277
ENSG00000100523	DDHD1	0.0009998268901654228
ENSG00000100526	CDKN3	0.0004134532302941807
ENSG00000100528	CNIH1	0.0001332599098304854
ENSG00000100532	CGRRF1	0.0001465637367346062
ENSG00000100554	ATP6V1D	0.004136022888133084
ENSG00000100557	CCDC198	0.0024982351935705083
ENSG00000100564	PIGH	0.00016775208723629476
ENSG00000100567	PSMA3	0.0012545250237963046
ENSG00000100568	VTI1B	0.00018276576713560644
ENSG00000100575	TIMM9	0.0003970090397160675
ENSG00000100577	GSTZ1	0.08778404552845132
ENSG00000100580	TMED8	0.0005445158200245714
ENSG00000100591	AHSA1	0.0003417259827074304
ENSG00000100592	DAAM1	0.0005386725958942407
ENSG00000100593	ISM2	7.367443151906627e-05
ENSG00000100596	SPTLC2	0.000186934337079947
ENSG00000100599	RIN3	0.0008313385005749296
ENSG00000100600	LGMN	0.001069010761057143
ENSG00000100601	ALKBH1	0.000797219162222973
ENSG00000100604	CHGA	0.007713385394254146
ENSG00000100605	ITPK1	0.00028344217525955173
ENSG00000100612	DHRS7	0.002087923695171412
ENSG00000100614	PPM1A	0.0007432718834934349
ENSG00000100625	SIX4	0.0009616072047720081
ENSG00000100626	GALNT16	0.0007089722828368394
ENSG00000100628	ASB2	0.0018555130507138529
ENSG00000100629	CEP128	0.0483163924609471
ENSG00000100632	ERH	0.0011802169794918882
ENSG00000100644	HIF1A	0.0011184609952579194
ENSG00000100647	SUSD6	0.00020870442529030697
ENSG00000100650	SRSF5	0.0005373020535444084
ENSG00000100652	SLC10A1	0.0001481284625697299
ENSG00000100664	EIF5	0.000587581384479563
ENSG00000100665	SERPINA4	0.0014271708205342293
ENSG00000100678	SLC8A3	6.701668837649777e-05
ENSG00000100697	DICER1	0.0006769027393147553
ENSG00000100711	ZFYVE21	0.001983782695106129
ENSG00000100714	MTHFD1	0.005556383757493677
ENSG00000100721	TCL1A	0.0028460585058383003
ENSG00000100722	ZC3H14	0.003248094911668886
ENSG00000100726	TELO2	0.0005599441635695257
ENSG00000100731	PCNX1	0.0009765530953700363
ENSG00000100739	BDKRB1	0.0003537014711127995
ENSG00000100744	GSKIP	0.0029328019322747423
ENSG00000100749	VRK1	0.002003767092446651
ENSG00000100764	PSMC1	0.0013869889680790948
ENSG00000100784	RPS6KA5	0.0014580909673895803
ENSG00000100796	PPP4R3A	0.0021191292617004365
ENSG00000100802	C14orf93	0.0023473232852211368
ENSG00000100804	PSMB5	0.0013554637116612867
ENSG00000100811	YY1	0.0011254721985096694
ENSG00000100813	ACIN1	0.0005582696151122946
ENSG00000100814	CCNB1IP1	0.0017897445393373346
ENSG00000100815	TRIP11	0.000984523355782585
ENSG00000100823	APEX1	0.0007996417125468724
ENSG00000100836	PABPN1	0.002380042969207352
ENSG00000100842	EFS	0.0016143264917900524
ENSG00000100852	ARHGAP5	0.0004854140361203463
ENSG00000100865	CINP	0.020723997987715848
ENSG00000100867	DHRS2	0.02066712017813188
ENSG00000100883	SRP54	0.0004763443523643218
ENSG00000100884	CPNE6	0.0004230560175528808
ENSG00000100888	CHD8	0.0007256502451582492
ENSG00000100890	PRORP	0.00022299260604086157
ENSG00000100897	DCAF11	0.0005858519318735489
ENSG00000100902	PSMA6	0.0013970262393740995
ENSG00000100906	NFKBIA	0.0015037775542623422
ENSG00000100908	EMC9	0.0005113365498345956
ENSG00000100911	PSME2	0.0006495014729352988
ENSG00000100916	BRMS1L	0.0036736925296736445
ENSG00000100918	REC8	0.0007312569682653702
ENSG00000100926	TM9SF1	0.00031978872129911906
ENSG00000100934	SEC23A	0.00039791620270079875
ENSG00000100938	GMPR2	0.0
ENSG00000100941	PNN	0.0006773703482849669
ENSG00000100949	RABGGTA	0.0005502386270563875
ENSG00000100968	NFATC4	0.001684130349303814
ENSG00000100983	GSS	0.00043709651004064654
ENSG00000100985	MMP9	0.0006274736374507484
ENSG00000100991	TRPC4AP	0.00031577118511449953
ENSG00000100994	PYGB	0.0005831328580825357
ENSG00000100997	ABHD12	0.00046343537201209983
ENSG00000101000	PROCR	0.0009602843997527089
ENSG00000101003	GINS1	0.0005817568076054158
ENSG00000101004	NINL	0.015845860053104843
ENSG00000101017	CD40	0.0005348076230120569
